pid,exclude,related_html,related_ids,label,object_type,genre,tags,realdate,height_cm,width_cm,diameter_cm,plate_dimensions,support,drawing_medium,signature,signature_location,support_marks,further_inscription,collaborators,collaborator_notes,collectors_patrons,print_type,print_notes,printmaker,publisher,states,our_attribution,other_attribution_authorities,ertz_1979,ertz_2008,bailey_walker,hollstein_no,collection_type,location_country,location_city,location_collection,location_or_most_recent_sale_notes,provenance,bibliography,exhibition_history,related_works,copies_and_variants,curatorial_files,external_resources,biblio,order,layout,collection,thumbnail,full
18467,Netherlandish Proverbs (Haarlem),,,Netherlandish Proverbs (Haarlem),Painting,,,,116.5,167,,,Canvas,,P. BREVGEL. F,lower left,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Netherlands,Haarlem,Frans Hals Museum,"cat. 1924, no. 46",,"Gluck (ed. 1951) bij no. 13, blz. 48 (Berlin, Kaiser Friedrich Museum; cat. 1931, no. 1720); H. Munch, in: Revue des archeologues et historiens d&apos;art de Louviain, 9.1976, blz. 157-169; MK 1924, Nr. 46; Marlier 1969, S. 123, N. 3; Mund 1976, S. 157 (mit Beurteilung &quot;incontestees de Breugel&quot;); Dundes-Stibbe 1981, S.8",,,,,,"{% cite 9317 %} , {% cite 7986 %}",1504,brueghel_item,brueghel,img/derivatives/simple/18467/thumbnail.jpg,img/derivatives/simple/18467/full.jpg
18468,"Netherlandish Proverbs (Berlin, Goering)",,,"Netherlandish Proverbs (Berlin, Goering)",Painting,,,,120,170,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,"Friedl.Zeitschr.ild. Kst., 25(1914),9. cf. Gluch 8, Tolnay 4, Friedl.XIV,12.",,,,,,,1505,brueghel_item,brueghel,img/derivatives/simple/18468/thumbnail.jpg,img/derivatives/simple/18468/full.jpg
18469,"Netherlandish Proverbs (London, Christie's)",,,"Netherlandish Proverbs (London, Christie&apos;s)",Painting,,,,118,170.2,,,Canvas,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,"Marlier 1969, S. 128, Nr. 12",,,,,,"{% cite 9317 %} S. 128, Nr. 12",1506,brueghel_item,brueghel,img/derivatives/simple/18469/thumbnail.jpg,img/derivatives/simple/18469/full.jpg
18470,Netherlandish Proverbs (Private Collection),,,Netherlandish Proverbs (Private Collection),Painting,,,"""161(0?)""",116.2,164.5,,,Canvas,,RVEGHEL: 161(0?),lower left,,,,,,,,,,,,,,,,,Private,,,,S.M. Kalantari,,"P. Marlier 1969, p. 128, no. 8",,,,,,"{% cite 9317 %}  p. 128, no. 8",1507,brueghel_item,brueghel,img/derivatives/simple/18470/thumbnail.jpg,img/derivatives/simple/18470/full.jpg
18471,"Netherlandish Proverbs (London, Sotheby's)",,,"Netherlandish Proverbs (London, Sotheby&apos;s)",Painting,,,,115.5,171,,,Canvas,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1508,brueghel_item,brueghel,img/derivatives/simple/18471/thumbnail.jpg,img/derivatives/simple/18471/full.jpg
18472,Netherlandish Proverbs (Dusseldorf),,,Netherlandish Proverbs (Dusseldorf),Painting,,,,126.4,185,,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Dusseldorf, Galerie Stern, cat. 1969",,"Marlier 1969, S. 128, Nr. 7",,,,,,"{% cite 9317 %} S. 128, Nr. 7",1509,brueghel_item,brueghel,img/derivatives/simple/18472/thumbnail.jpg,img/derivatives/simple/18472/full.jpg
18473,"The Misanthropist (New York, Sotheby's)",,,"The Misanthropist (New York, Sotheby&apos;s)",Painting,,,,,,16.5,,Panel,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1510,brueghel_item,brueghel,img/derivatives/simple/18473/thumbnail.jpg,img/derivatives/simple/18473/full.jpg
18474,The Misanthropist (London Christie's),,,The Misanthropist (London Christie&apos;s),Painting,,,,,,19,,Panel,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1511,brueghel_item,brueghel,img/derivatives/simple/18474/thumbnail.jpg,img/derivatives/simple/18474/full.jpg
18475,The Misanthropist (Dieren),,,The Misanthropist (Dieren),Painting,,,,,,17.8,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,"Dieren, Netherlands, D. Katz",,"Gluck 1932, S. 78, Nr. 32; Marlier 169, S. 146, Nr. 1c",,,,,,,1512,brueghel_item,brueghel,img/derivatives/simple/18475/thumbnail.jpg,img/derivatives/simple/18475/full.jpg
18476,The Misanthropist (Naples),,,The Misanthropist (Naples),Painting,,,1568,86,85,,,Canvas,,VRVEGEL 1568,,,,,,,,,,,,,,,,,,Public,Italy,Naples,Museo Nazionale di Capodimonte,"cat. 1911, no. 585",,"Gluck 32; Michel afb. 16; Tolnay 2, afb. 126; Friedl.xiv.41.",,,,,,,1513,brueghel_item,brueghel,img/derivatives/simple/18476/thumbnail.jpg,img/derivatives/simple/18476/full.jpg
18477,"The Misanthropist (Antwerp, Museum voor Schone Kunsten)",,,"The Misanthropist (Antwerp, Museum voor Schone Kunsten)",Painting,,,ca. 1599,,,17,,Panel,,"P.BRVEG(H).., 159",,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,Belgium,Antwerp,Koninklijk Museum voor Schone Kunsten,"cat. 1948, no. 872/2",,"Vedeyen 1948, II, S. 1237, Tfl. XXVI; Grauls 1957, S. 84-85; Gluck 1963, S. 86; Marlier 1969, S. 144, Nr.1a, Fig. 61",,,,,,,1514,brueghel_item,brueghel,img/derivatives/simple/18477/thumbnail.jpg,img/derivatives/simple/18477/full.jpg
18478,The Peasant and the Nest Robber (Bern),,,The Peasant and the Nest Robber (Bern),Painting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,"Bern, Switzerland, Vifian",,,,,,,,,1515,brueghel_item,brueghel,img/derivatives/simple/18478/thumbnail.jpg,img/derivatives/simple/18478/full.jpg
18479,The Peasant and the Nest Robber - Chesham,,,The Peasant and the Nest Robber - Chesham,Painting,,,,42.5,58.1,,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,"Burlington Magazine, September 1947 (als Pieter II, wird -- wie Grauls S. 169-170 berichtet - von Grossmann irrtumlich als Vinckboons angesehen - zietiert nach Marlier); Marlier 1969, S. 164 und Anm. 37",,,,,,,1516,brueghel_item,brueghel,img/derivatives/simple/18479/thumbnail.jpg,img/derivatives/simple/18479/full.jpg
18480,"Netherlandish Proverbs (Sale, Antwerp)",,,"Netherlandish Proverbs (Sale, Antwerp)",Painting,,,,51,66,,,Panel,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1517,brueghel_item,brueghel,img/derivatives/simple/18480/thumbnail.jpg,img/derivatives/simple/18480/full.jpg
18482,"The Drunkard Pushed into the Pigsty (Sale, Berlin)",,,"The Drunkard Pushed into the Pigsty (Sale, Berlin)",Print,,,,,,20,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,"Marlier 1969, S. 151, Nr. 8a",,,,,,"{% cite 9317 %} S. 151, Nr. 8a",1519,brueghel_item,brueghel,img/derivatives/simple/18482/thumbnail.jpg,img/derivatives/simple/18482/full.jpg
18483,"The Drunkard Pushed into the Pigsty - Sale, Amsterdam",,,"The Drunkard Pushed into the Pigsty - Sale, Amsterdam",Painting,,,,,,20,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,"R.van Bastelaer, 164",,,,,,,1520,brueghel_item,brueghel,img/derivatives/simple/18483/thumbnail.jpg,img/derivatives/simple/18483/full.jpg
18484,Two Fools Roundel (Hamburg),,,Two Fools Roundel (Hamburg),Painting,,,,,,18,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Hamburg, Thesing Collection, Cat. 1969",,,,,,,,,1521,brueghel_item,brueghel,img/derivatives/simple/18484/thumbnail.jpg,img/derivatives/simple/18484/full.jpg
18485,Two Fools Roundel,,,Two Fools Roundel,Painting,,,,,,18.9,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Paris, Gallerie D'Art St. Honoré, Cat. 1996",,"Marlier 1969, S. 161, Nr.22a, Fig. 83",,,,,,"{% cite 9317 %} S. 161, Nr.22a, Fig. 83",1522,brueghel_item,brueghel,img/derivatives/simple/18485/thumbnail.jpg,img/derivatives/simple/18485/full.jpg
18486,The Farmer and the Handler (Antwerp),,,The Farmer and the Handler (Antwerp),Painting,,,,,,17,,Panel,,P. BREVGHEL,,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,Belgium,Antwerp,Koninklijk Museum voor Schone Kunsten,"cat. 1948, no. 872/6",,"MK Antwerpen 1938, as Pieter III, Grauls 1957, S. 84-85; Marlier 1969, S. 147, Nr. 2a, Fig. 62; MK Antwerpen 1988, S. 66.",,,,,,"{% cite 9361 %} S. 84-85, {% cite 9317 %} S. 147, Nr. 2a, Fig. 62, {% cite 9373 %} S. 66",1523,brueghel_item,brueghel,img/derivatives/simple/18486/thumbnail.jpg,img/derivatives/simple/18486/full.jpg
18487,The Farmer and the Handler (Amsterdam),,,The Farmer and the Handler (Amsterdam),Painting,,,,,,17,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,"Weltkunst 1. 9. 1959; Marlier 1969, S. 147-148, Nr. b",,,,,,"{% cite 9317 %} S. 147-148, Nr. b",1524,brueghel_item,brueghel,img/derivatives/simple/18487/thumbnail.jpg,img/derivatives/simple/18487/full.jpg
18488,Blind Leading the Blind Roundel (Antwerp),,,Blind Leading the Blind Roundel (Antwerp),Painting,,,,,,19,,Panel,,P. BRVEGEL,,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,Belgium,Antwerp,Koninklijk Museum voor Schone Kunsten,"cat. 1948, no. 872/1",,"rauls 1957, S. 84-85; Marlier 1969, S. 148, Nr. 41, Fig. 81; MK Antwerpen 1988",,,,,,,1525,brueghel_item,brueghel,img/derivatives/simple/18488/thumbnail.jpg,img/derivatives/simple/18488/full.jpg
18489,Proverb: Letting the Cat out of the Bag,,,Proverb: Letting the Cat out of the Bag,Painting,,,,,,17.8,,Panel,,P. BRUEGHEL,lower left,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Paris, Gal. de Jonckheere, cat. 1982",,"Arts, Antiques, Auctions, February 1981",,,,,,,1526,brueghel_item,brueghel,img/derivatives/simple/18489/thumbnail.jpg,img/derivatives/simple/18489/full.jpg
18490,The Lawyer (Vienna),,,The Lawyer (Vienna),Painting,,,,,,16.5,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1527,brueghel_item,brueghel,img/derivatives/simple/18490/thumbnail.jpg,img/derivatives/simple/18490/full.jpg
18491,The Lawyer (Amsterdam),,,The Lawyer (Amsterdam),Painting,,,,,,,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,Netherlands,Amsterdam,Galerie Six,No. 10,,"Georges Maarlier, 1969, S. 160, Nr. 21, Fig. 82; Ertz 1998, Kat. 143. Dr. Kalus wird das vorliegende Gemalde Pieter Brueghels d. J. unter der Nr. 144a publizieren and abbilden",,,,,,"{% cite 9317 %} S. 160, Nr. 21, Fig. 82, {% cite 8489 %}",1528,brueghel_item,brueghel,img/derivatives/simple/18491/thumbnail.jpg,img/derivatives/simple/18491/full.jpg
18492,"To Fill up the Well after the Calf has drowned (Antwerp, Koninklijk)",,,"To Fill up the Well after the Calf has drowned (Antwerp, Koninklijk)",Painting,,,,,,17,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,Belgium,Antwerp,Koninklijk Museum voor Schone Kunsten,"cat. 1948, no. 872/3",,,,,,,,,1529,brueghel_item,brueghel,img/derivatives/simple/18492/thumbnail.jpg,img/derivatives/simple/18492/full.jpg
18493,"To Fill up the Well after the Calf has drowned (New York, Christie's)",,,"To Fill up the Well after the Calf has drowned (New York, Christie&apos;s)",Painting,,,,,,17.8,,Panel,,P. BRUEGHEL,lower left,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,"The Connoisseur, Marz 1963, Bd. 152, Farbabb. Umschlag, und S. 200; Marlier 1969, S. 159, Fig. 79; MK Antwerpen 1988, S. 65",,,,,,,1530,brueghel_item,brueghel,img/derivatives/simple/18493/thumbnail.jpg,img/derivatives/simple/18493/full.jpg
18494,Proverb : 'Woman with pot of water',,,Proverb : &apos;Woman with pot of water&apos;,Painting,,,,,,17,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Tilburg, Netherlands, H. Weijers",,,,,,,,,1531,brueghel_item,brueghel,img/derivatives/simple/18494/thumbnail.jpg,img/derivatives/simple/18494/full.jpg
18495,Proverb: 'Woman with pot of water' (Kassel),,,Proverb: &apos;Woman with pot of water&apos; (Kassel),Painting,,,ca. 1626,,,22,,Panel,,P. BREVGHEL,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Paris, Galerie d'Art St. Honore, Nr. 7",,"MK Dessau 1929, Nr. 46; Verlorene Werke... 1965, S. 87; Marlier 1969, S. 152, Nr. a, Fig. 71",,,,,,"{% cite 9317 %} S. 152, Nr. a, Fig. 71",1532,brueghel_item,brueghel,img/derivatives/simple/18495/thumbnail.jpg,img/derivatives/simple/18495/full.jpg
18496,Woman Carrying Water in One Hand and Fire in the Other in Summer Landscape,,,Woman Carrying Water in One Hand and Fire in the Other in Summer Landscape,Painting,,,,,,17.5,,Panel,,P. BREVGHEL 1626,lower center,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1533,brueghel_item,brueghel,img/derivatives/simple/18496/thumbnail.jpg,img/derivatives/simple/18496/full.jpg
18497,Man on Egg (Mainz),,,Man on Egg (Mainz),Painting,,,,,,17.5,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Mainz, B.A. Mayer",,"Gluck 1932, S. 78, Nr. 32; Marlier 1969, S. 147, Nr. 2b",,,,,,"{% cite 7926 %} S. 78, Nr. 32, {% cite 9317 %} S. 147, Nr. 2b",1534,brueghel_item,brueghel,img/derivatives/simple/18497/thumbnail.jpg,img/derivatives/simple/18497/full.jpg
18498,Man on Egg (Antwerp),,,Man on Egg (Antwerp),Painting,,,,,,17,,Panel,,P. BRVEGHEL,,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,Belgium,Antwerp,Koninklijk Museum voor Schone Kunsten,"cat. 1948, no. 872/4",,"MK Antwerpen 1948, as Pieter III, Grauls 1957, S. 84-85; Marlier 1969, S. 147, Nr. 2a, Fig. 62; MK Antwerpen 1988, S. 66",,,,,,"{% cite 9317 %} S. 147, Nr. 2a, Fig. 62, {% cite 9373 %} S. 66",1535,brueghel_item,brueghel,img/derivatives/simple/18498/thumbnail.jpg,img/derivatives/simple/18498/full.jpg
18499,"The Flatterers (London, Sotheby's)",,,"The Flatterers (London, Sotheby&apos;s)",Painting,,,,,,18.5,,Panel,,,,1.5.9.2.,,,,,,,,,,,Pieter Brueghel II,,,,,Unknown/Not Applicable,,,,,,"Gluck 1932, S. 98; Marlier 1969, S. 150, N. 7",,,,,,"{% cite 7971 %} S. 98, {% cite 9317 %} S. 150, N. 7",1536,brueghel_item,brueghel,img/derivatives/simple/18499/thumbnail.jpg,img/derivatives/simple/18499/full.jpg
18500,The Flatterers (Paris),,,The Flatterers (Paris),Painting,,,,,,,,,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1537,brueghel_item,brueghel,img/derivatives/simple/18500/thumbnail.jpg,img/derivatives/simple/18500/full.jpg
18501,"The Goose-Shepherd (London, Christie's)",,,"The Goose-Shepherd (London, Christie&apos;s)",Painting,,,,,,19.3,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1538,brueghel_item,brueghel,img/derivatives/simple/18501/thumbnail.jpg,img/derivatives/simple/18501/full.jpg
18502,"The Goose-Shepherd (Antwerp, KMSK)",,,"The Goose-Shepherd (Antwerp, KMSK)",Painting,,,,,,17,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,Belgium,Antwerp,Koninklijk Museum voor Schone Kunsten,"cat. 1948, no. 872/5",,,,,,,,,1539,brueghel_item,brueghel,img/derivatives/simple/18502/thumbnail.jpg,img/derivatives/simple/18502/full.jpg
18503,Two Peasants Binding Sticks (Enschede),,,Two Peasants Binding Sticks (Enschede),Painting,,,,,,17.5,,Panel,,P.BREVGH..,lower middle,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,Netherlands,Enschede,Enschede Rijksmuseum,,,"MK Enschede 1948, S. 81; Marlier 1969, S. 164-165, Nr. 27a, Fig. 88; MK Enschede 1974/76, S. 35 (mit Li.), Abb. 36",,,,,,"{% cite 9317 %}  S. 164-165, Nr. 27a, Fig. 88",1540,brueghel_item,brueghel,img/derivatives/simple/18503/thumbnail.jpg,img/derivatives/simple/18503/full.jpg
18504,Two Peasants Binding Sticks (Birmingham Institute),,,Two Peasants Binding Sticks (Birmingham Institute),Painting,,,,36.7,27.3,,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,England,Birmingham,Barber Institute of Fine Arts,"cat. 1952, bl2.12",,"Marlier, 1969, pp. 165-6; exh. cat., Brussels, Palais des Beaux-Arts, Bruegel, une dynastie de peintres, 1980, under no. 94. // uit: cat. 1999 (Handbook) // L&apos;Amour de l&quot;art, Juni 1931, XII, S. 242//  Friedlander in: Burlington Magazine, Augsut 1935, Bd. 67, S. 90; Handbook, Barber Institute of Finer Arts, 1949, S. 11//",,,,,,{% cite 9317 %} pp. 165-6,1541,brueghel_item,brueghel,img/derivatives/simple/18504/thumbnail.jpg,img/derivatives/simple/18504/full.jpg
18505,Two Peasants Binding Sticks (Brunswik),,,Two Peasants Binding Sticks (Brunswik),Painting,,,,,,20.3,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,"Marlier 1969, S. 166, Nr. 27e",,,,,,"{% cite 9317 %} S. 166, Nr. 27e",1542,brueghel_item,brueghel,img/derivatives/simple/18505/thumbnail.jpg,img/derivatives/simple/18505/full.jpg
18506,Proverb: 'To Fill up the Well after the Calf has drowned' (Unknown Collection),,,Proverb: &apos;To Fill up the Well after the Calf has drowned&apos; (Unknown Collection),Painting,,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,Private,,,,cat.no.10a,,,,,,,,,1543,brueghel_item,brueghel,img/derivatives/simple/18506/thumbnail.jpg,img/derivatives/simple/18506/full.jpg
18507,The Misanthropist (Unknown Collection),,,The Misanthropist (Unknown Collection),Painting,,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,Private,,,,cat.no.10b,,,,,,,,,1544,brueghel_item,brueghel,img/derivatives/simple/18507/thumbnail.jpg,img/derivatives/simple/18507/full.jpg
18508,Man on Egg (Unknown Collection),,,Man on Egg (Unknown Collection),Painting,,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,Private,,,,cat.no.10c,,,,,,,,,1545,brueghel_item,brueghel,img/derivatives/simple/18508/thumbnail.jpg,img/derivatives/simple/18508/full.jpg
18509,The One who is Eating the Meal (Unknown Collection),,,The One who is Eating the Meal (Unknown Collection),Painting,,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,Private,,,,cat.no.10d,,,,,,,,,1546,brueghel_item,brueghel,img/derivatives/simple/18509/thumbnail.jpg,img/derivatives/simple/18509/full.jpg
18510,"Sheet of two roundels ""The drunkard pushed into the pigsty, the woodcutters""",,,"Sheet of two roundels &quot;The drunkard pushed into the pigsty, the woodcutters&quot;",Painting,,,,,,17.7,,,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1547,brueghel_item,brueghel,img/derivatives/simple/18510/thumbnail.jpg,img/derivatives/simple/18510/full.jpg
18511,Roundel: Misanthropist and Fruit Plate (recto/verso),,,Roundel: Misanthropist and Fruit Plate (recto/verso),Painting,,,,,,17.7,,,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1548,brueghel_item,brueghel,img/derivatives/simple/18511/thumbnail.jpg,img/derivatives/simple/18511/full.jpg
18512,Roundel: Man Playing on Jaw Bone and Fruit Plate (recto/verso),,,Roundel: Man Playing on Jaw Bone and Fruit Plate (recto/verso),Painting,,,,,,17.7,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Public,Belgium,Deurne,Musée Provincial Sterckshof,Inv. Nr. S. 65/30,,,,,,,,,1549,brueghel_item,brueghel,img/derivatives/simple/18512/thumbnail.jpg,img/derivatives/simple/18512/full.jpg
18513,The Blue Coat (Paris),,,The Blue Coat (Paris),Painting,,,,,,18.8,,Panel,,P.BREVGHEL,lower middle,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Paris, Gal. de Jonckheere, 1993, Nr. 13",,,,,,,,,1550,brueghel_item,brueghel,img/derivatives/simple/18513/thumbnail.jpg,img/derivatives/simple/18513/full.jpg
18514,"Woman Carrying Water in One Hand and Fire in the Other in Winter Landscape (Switzerland, Private Collection)",,,"Woman Carrying Water in One Hand and Fire in the Other in Winter Landscape (Switzerland, Private Collection)",Painting,,,,,,18.8,,Panel,,P.BREVGHEL,lower right,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Switzerland, Private Collection, cat. 1996",,,,,,,,,1551,brueghel_item,brueghel,img/derivatives/simple/18514/thumbnail.jpg,img/derivatives/simple/18514/full.jpg
18515,"The Greedy Drunkard (Paris, Gal. de Jonckheere)",,,"The Greedy Drunkard (Paris, Gal. de Jonckheere)",Painting,,,,,,18.8,,Panel,,P.BREVGHEL,lower middle,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Paris, Gal. de Jonckheere, 1993, Nr. 15",,,,,,,,,1552,brueghel_item,brueghel,,img/derivatives/simple/18515/full.jpg
18516,"The couple with Owl and Jug (Switzerland, Private Collection)",,,"The couple with Owl and Jug (Switzerland, Private Collection)",Painting,,,,,,18.8,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Switzerland, Private Collection, cat. 1996",,,,,,,,,1553,brueghel_item,brueghel,img/derivatives/simple/18516/thumbnail.jpg,img/derivatives/simple/18516/full.jpg
18517,"A Man Pissing on the Moon (London, Sotheby's)",,,"A Man Pissing on the Moon (London, Sotheby&apos;s)",Painting,,,,17,19.75,,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,"Marlier 1969, S. 157, Nr. 19 b",,,,,,"{% cite 9317 %} S. 157, Nr. 19 b",1554,brueghel_item,brueghel,img/derivatives/simple/18517/thumbnail.jpg,img/derivatives/simple/18517/full.jpg
18518,"A Drinker in a Jug (United States, Private Collection)",,,"A Drinker in a Jug (United States, Private Collection)",Painting,,,,,,19.5,,,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,Private Collection,,"Marlier, 1969, p. 161, no. 25, illus. 86",,,,,,"{% cite 9317 %} p. 161, no. 25, illus. 86",1555,brueghel_item,brueghel,img/derivatives/simple/18518/thumbnail.jpg,img/derivatives/simple/18518/full.jpg
18519,The Fleeing Horse,,,The Fleeing Horse,Painting,,,,,,19,,,,P. BRVEGHEL,upper middle,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Paris, Gal. de Jonckheere, cat. 1991, nr. 7",,,,,,,,,1556,brueghel_item,brueghel,img/derivatives/simple/18519/thumbnail.jpg,img/derivatives/simple/18519/full.jpg
18520,"Netherlandish Proverbs (Lucerne, Fischer)",,,"Netherlandish Proverbs (Lucerne, Fischer)",Painting,,,,114,164,,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Unknown/Not Applicable,,,,,,"Marlier 1969, S. 128, Nr. 9, S. 136f; Mund 1976, S. 166, Anm. 20",,,,,,"{% cite 9317 %} S. 128, Nr. 9, S. 136f, {% cite 7986 %} S. 166, Anm. 20",1557,brueghel_item,brueghel,img/derivatives/simple/18520/thumbnail.jpg,img/derivatives/simple/18520/full.jpg
18521,"Netherlandish Proverbs (Munich, Gal. Bohler)",,,"Netherlandish Proverbs (Munich, Gal. Bohler)",Painting,,,,115,163.5,,,Panel,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,"Munich, Gal. Bohler, cat. 1976",,,,,,,,,1558,brueghel_item,brueghel,img/derivatives/simple/18521/thumbnail.jpg,img/derivatives/simple/18521/full.jpg
18522,Netherlandish Proverbs (unknown),,,Netherlandish Proverbs (unknown),Painting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1559,brueghel_item,brueghel,img/derivatives/simple/18522/thumbnail.jpg,img/derivatives/simple/18522/full.jpg
18523,"Netherlandish Proverbs (London, Christie's, 1977)",,,"Netherlandish Proverbs (London, Christie&apos;s, 1977)",Painting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1560,brueghel_item,brueghel,img/derivatives/simple/18523/thumbnail.jpg,img/derivatives/simple/18523/full.jpg
18524,"The Drunkard pushed into the Pigsty (Paris, Ader Picard Tajan)",,,"The Drunkard pushed into the Pigsty (Paris, Ader Picard Tajan)",Painting,,,,,,18,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1561,brueghel_item,brueghel,img/derivatives/simple/18524/thumbnail.jpg,img/derivatives/simple/18524/full.jpg
18525,"The Drunkard pushed into the Pigsty (London, Christie's, 2002)",,,"The Drunkard pushed into the Pigsty (London, Christie&apos;s, 2002)",Painting,,,,,,18,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,"S. van Outryve d&apos;Ydewelle, Inventory of the Chateau at St. Andre lez Bruges, c. 1950; P. Biancomi, Tout l&apos;oeuvre peint de Bruegel l&apos;Ancien, Paris, 1981; R. van Schoute and H. Verougstraete, The Burlington Magazine, March 2000; The National Gallery Review; S. Avery-Quash, &quot;Decouverte d&apos;une oeuvre de Brueghel l&apos;Ancien&quot;, June 2001",,,,,,{% cite 8994 %},1562,brueghel_item,brueghel,img/derivatives/simple/18525/thumbnail.jpg,img/derivatives/simple/18525/full.jpg
18526,The Drunkard pushed into the Pigsty (private collection),,,The Drunkard pushed into the Pigsty (private collection),Painting,,,,,,18,,,,,,,,,,,,,,,,,Pieter Bruegel II,,,,,Private,,,,Private Collection,,"Maer, 1994, Ft. S. 192; AK Essen/Wien 1997/98, Abb. 2, S. 358; AK Antwerpen 1998",,,,,,"{% cite 9145 %} Abb. 2, S. 358",1563,brueghel_item,brueghel,img/derivatives/simple/18526/thumbnail.jpg,img/derivatives/simple/18526/full.jpg
18527,"The Drunkard pushed into the Pigsty (London, Christie's, 1990)",,,"The Drunkard pushed into the Pigsty (London, Christie&apos;s, 1990)",Painting,,,,36.2,48.7,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1564,brueghel_item,brueghel,img/derivatives/simple/18527/thumbnail.jpg,img/derivatives/simple/18527/full.jpg
18528,"""If a rich man plays on asses jawbone, it's still music""",,,"&quot;If a rich man plays on asses jawbone, it&apos;s still music&quot;",Print,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1565,brueghel_item,brueghel,,img/derivatives/simple/18528/full.jpg
